current_price,original_price,listing_title,condition,brand_name,brand_num,model_name,model_num,condition_num,discount,is_discounted,country,country_num,length,log_current_price,log_original_price
361.54,361.54,Edwards ESP E-SG 2005 Cherry Red 2.5kg Seymour Duncan,Good,esp,9,sg,7,4,0.0,0.0,other,0.0,53,5.8903726855467085,5.8903726855467085
995.0,995.0,Paul Reed Smith S2 singlecut 2017 Whale blue,Mint,paul reed smith,14,other,0,1,0.0,0.0,other,0.0,44,6.902742737158593,6.902742737158593
5762.44,5762.44,2008 Fender Custom Shop Masterbuilt Jason Smith 1969 Stratocaster Relic Jade Pearl Metallic,Excellent,fender,2,strat,1,2,0.0,0.0,other,0.0,91,8.659116275103191,8.659116275103191
299.0,299.0,"Epiphone Les Paul Standard, with Hard Case - Used, Purple Burst",Very Good,epiphone,3,les paul,5,3,0.0,0.0,other,0.0,63,5.700443573390687,5.700443573390687
945.0,945.0,2009 Fender American Special Stratocaster – Aztec Gold over Sunburst Relic,Excellent,fender,2,strat,1,2,0.0,0.0,usa,2.0,74,6.851184927493743,6.851184927493743
1120.37,1120.37,Gibson Les Paul Classic Player Plus 2018 Satin Vintage Sunburst Relic Bigsby,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,76,7.021414266876091,7.021414266876091
314.27,369.72,Epiphone Les Paul Traditional Pro Wine Red,Excellent,epiphone,3,les paul,5,2,55.450000000000045,1.0,other,0.0,42,5.750252489041052,5.912745962396577
415.0,415.0,Fender Standard Stratocaster Plus Top Left-Handed 2013 Free UK shipping!,Excellent,fender,2,strat,1,2,0.0,0.0,other,0.0,72,6.028278520230698,6.028278520230698
1341.94,1341.94,Fender Artist Series Jimmy Page Mirror Telecaster White Blonde 2019,Mint,fender,2,tele,2,1,0.0,0.0,other,0.0,67,7.201871607143161,7.201871607143161
1493.83,1493.83,Fender Stratocaster 1983 Sunburst,Excellent,fender,2,strat,1,2,0.0,0.0,other,0.0,33,7.309098570731079,7.309098570731079
349.0,349.0,Squier Classic Vibe FSR 2020 Metallic Purple,Mint,squier,1,other,0,1,0.0,0.0,other,0.0,44,5.855071922202427,5.855071922202427
690.9,690.9,Epiphone Limited Edition Peter Frampton signature,Excellent,epiphone,3,other,0,2,0.0,0.0,other,0.0,49,6.537995095494749,6.537995095494749
7499.06,7499.06,2012 Fender Custom Shop Masterbuilt Greg Fessler 1957 Stratocaster Relic Sunburst with Abby Pickups,Excellent,fender,2,strat,1,2,0.0,0.0,other,0.0,99,8.92253295833619,8.92253295833619
251.15,251.15,Aria Pro II The CAT 1980's Matsumoku Japan,Good,other,0,other,0,4,0.0,0.0,other,0.0,42,5.526050370196054,5.526050370196054
2306.11,2306.11,Gibson Les Paul Custom Lite 2013 Ebony,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,38,7.743317401339192,7.743317401339192
9077.81,9077.81,1996 Fender Custom Shop Masterbuilt John English 1957 Stratocaster Relic Aztec Gold. Super Rare!,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,96,9.113588253077179,9.113588253077179
1030.88,1212.81,"Schecter Hellraiser C-1 Passive Dragon Burst (USA Brimstone Pickups) 3,50 kg + NEW with invoice",Mint,schecter,7,other,0,1,181.92999999999984,1.0,other,0.0,95,6.938168085390332,7.1006952602367
673.76,792.67,"Ibanez RGIM7MH WK Iron Label 7-String WK Weathered Black + 2,99 kg + NEW with invoice",Mint,ibanez,5,other,0,1,118.90999999999997,1.0,other,0.0,85,6.512873964413617,6.675406993788242
2007.34,2007.34,Fender Stratocaster Special Edition 1993,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,40,7.604565741523817,7.604565741523817
652.62,652.62,"Ibanez Prestige RG2550E hecha en Japón en 2006 mejorada con Dimarzio DP102 y coil split ,perfecta !",Excellent,ibanez,5,other,0,2,0.0,0.0,other,0.0,99,6.480995030333814,6.480995030333814
300.0,300.0,Tokai UALC55 Wine Red,Good,tokai,24,other,0,4,0.0,0.0,other,0.0,21,5.703782474656201,5.703782474656201
280.93,330.51,Epiphone G-400 Pro SG Electric Guitar Ebony,Excellent,epiphone,3,sg,7,2,49.579999999999984,1.0,other,0.0,43,5.638105527980331,5.800636916020083
753.13,886.03,"Ibanez RGIR38BFE-BKF 8-String Black Flat + 3,75 kg + NEW with invoice",Mint,ibanez,5,other,0,1,132.89999999999998,1.0,other,0.0,69,6.624237855661131,6.786750810076989
1727.24,1727.24,Gibson Les Paul Traditional 2017 Cherry Sunburst,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,48,7.454280037802282,7.454280037802282
361.54,361.54,Edwards ESP E-SG 2005 Cherry Red 2.5kg Seymour Duncan,Good,esp,9,sg,7,4,0.0,0.0,other,0.0,53,5.8903726855467085,5.8903726855467085
2091.84,2091.84,2013 Gibson Les Paul Slash Standard Rosso Corsa Nice Shape w/Case,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,65,7.6457993404243645,7.6457993404243645
2427.48,2427.48,Gibson Les Paul 2019 Blueberry Burst,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,36,7.7946089612026,7.7946089612026
3354.84,3354.84,1974 Fender Stratocaster Olympic White,Good,fender,2,strat,1,4,0.0,0.0,other,0.0,38,8.118159358253674,8.118159358253674
518.98,518.98,Vintage V58JD Jerry Donahue Signature Telecaster,Very Good,other,0,tele,2,3,0.0,0.0,other,0.0,48,6.251865346777899,6.251865346777899
2778.6,2778.6,Gibson Les Paul Custom 2002 Wine Red - DEEP CARVE - EBONY,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,57,7.929702482714761,7.929702482714761
4341.56,4341.56,Fender Stratocaster Neck 1962 Like SRV #1 Curved Rosewood Fingerboard August 62 Pre CBS,Excellent,fender,2,strat,1,2,0.0,0.0,other,0.0,87,8.37598900951346,8.37598900951346
789.38,789.38,Schecter C-1 FRS Apocalypse 2019 Red Reign,Mint,schecter,7,other,0,1,0.0,0.0,other,0.0,42,6.671247827209794,6.671247827209794
816.66,816.66,2013 Gibson Les Paul Studio,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,27,6.705222851572037,6.705222851572037
197.34,197.34,BC Rich Warlock Red,Very Good,other,0,other,0,3,0.0,0.0,other,0.0,19,5.28492812942902,5.28492812942902
315.75,315.75,ESP LTD EC-258 2018 BLK,Mint,esp,9,other,0,1,0.0,0.0,other,0.0,23,5.7549507612306,5.7549507612306
374.25,374.25,Fernandes TEJ-55B 1990's Black L Serial Made in Japan Hardcase,Very Good,other,0,other,0,3,0.0,0.0,other,0.0,62,5.924924023299738,5.924924023299738
390.74,390.74,Vintage 1984 Squier by Fender Stratocaster Electric Guitar Japan MIJ Black Bolt Clean,Excellent,squier,1,strat,1,2,0.0,0.0,other,0.0,85,5.968042377163489,5.968042377163489
665.42,665.42,Fender Pawn Shop '70s Stratocaster Deluxe,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,41,6.500418420241177,6.500418420241177
393.9,393.9,Epiphone Les Paul Standard Plain Top 2007 Honey burst,Good,epiphone,3,les paul,5,4,0.0,0.0,other,0.0,53,5.97609706997686,5.97609706997686
1326.29,1326.29,Gibson Les Paul Classic 2015 Heritage Cherry Sunburst,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,53,7.190140849699584,7.190140849699584
1293.93,1293.93,Guild S-100 Lefty 1970[IKE011],Good,other,0,other,0,4,0.0,0.0,other,0.0,30,7.165439377770721,7.165439377770721
1512.33,1512.33,Fender Jag-Stang MIJ 2002 - 2004 Sonic Blue,Very Good,fender,2,other,0,3,0.0,0.0,other,0.0,43,7.3214067868937995,7.3214067868937995
4735.46,4735.46,B.C. Rich Bich Black 1981,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,25,8.462834149792766,8.462834149792766
2723.34,2723.34,Fender Custom Shop '56 Relic Stratocaster 2013 Black w/ Anodized Guard,Excellent,fender,2,strat,1,2,0.0,0.0,other,0.0,70,7.909614347163359,7.909614347163359
1183.27,1183.27,2020 MINT! Gibson SG '61 Standard Vintage Cherry Finish - Unplayed! Original Hardshell Case - SAVE!,Mint,gibson,4,sg,7,1,0.0,0.0,other,0.0,99,7.076037071242284,7.076037071242284
338.64,338.64,Ibanez SZ520 2002 Sunburst Made In Korea,Good,ibanez,5,other,0,4,0.0,0.0,korea,4.0,40,5.824937596212668,5.824937596212668
1995.0,1995.0,"GPC Matt Skiba Signature 2002, 78/100!!! Alkaline Trio/Blink 182",Good,other,0,other,0,4,0.0,0.0,other,0.0,64,7.598399329323964,7.598399329323964
1776.09,1776.09,Kramer DMZ 6000-G 1981 Natural,Excellent,kramer,25,other,0,2,0.0,0.0,other,0.0,30,7.482169597943822,7.482169597943822
1443.77,1443.77,2005 Fender '52 American Vintage Telecaster in Butterscotch Blonde,Excellent,fender,2,tele,2,2,0.0,0.0,usa,2.0,66,7.275013026988007,7.275013026988007
472.84,472.84,2010 PRS Soapbar SE in Vintage Cherry,Excellent,prs,15,other,0,2,0.0,0.0,other,0.0,37,6.158757064882177,6.158757064882177
1049.08,1049.08,2020 Fender Troy Van Leeuwen Jazzmaster in Oxblood,Excellent,fender,2,jazzmaster,4,2,0.0,0.0,other,0.0,50,6.955668868596136,6.955668868596136
630.71,630.71,FENDER MIK LITE ASH STRATOCASTER Ltd Ed Korea Strat Birdseye Neck Nice! 29583,Very Good,fender,2,strat,1,3,0.0,0.0,korea,4.0,77,6.446846168942673,6.446846168942673
2469.95,2469.95,2015 Dean USA '77 V in Cherry Sunburst,Excellent,dean,33,other,0,2,0.0,0.0,other,0.0,38,7.811953186502152,7.811953186502152
434.16,434.16,Epiphone Les Paul Traditional Pro Electric Guitar Very Clean Wine Red Solid Rocker,Excellent,epiphone,3,les paul,5,2,0.0,0.0,other,0.0,82,6.073413129755149,6.073413129755149
592.03,592.03,Reverend Jetstream 390 with Roasted Maple Neck Oceanside Green,Very Good,other,0,other,0,3,0.0,0.0,other,0.0,62,6.383557309275712,6.383557309275712
1578.75,1578.75,Gibson Firebird V 2010 - 2013,Mint,gibson,4,firebird,6,1,0.0,0.0,other,0.0,29,7.364388673664701,7.364388673664701
1549.0,1549.0,"Gibson 2019 Les Paul Classic Electric Guitar in Gold Top, Pre-Owned",Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,67,7.3453648404168685,7.3453648404168685
472.84,472.84,FENDER Deluxe Ash FSR TELECASTER BUTTERSCOTCH BLONDE Special Edition Tele 54003,Excellent,fender,2,tele,2,2,0.0,0.0,other,0.0,79,6.158757064882177,6.158757064882177
1735.84,1735.84,Suhr Classic T Pro 2010s 3-Tone Sunburst,Excellent,suhr,17,other,0,2,0.0,0.0,other,0.0,40,7.4592467250741405,7.4592467250741405
1727.24,1727.24,Ormsby Hype 7 GTR Run 5 2019 Dragonburst,Mint,other,0,other,0,1,0.0,0.0,other,0.0,40,7.454280037802282,7.454280037802282
1058.63,1058.63,Paul Reed Smith S2 Vela 2017 Antique White - Upgraded with Creamery Pickups!,Very Good,paul reed smith,14,other,0,3,0.0,0.0,other,0.0,76,6.964730898338415,6.964730898338415
710.44,710.44,Epiphone Prophecy Les Paul Custom GX Plus 2010s Heritage Cherry Sunburst,Excellent,epiphone,3,les paul,5,2,0.0,0.0,other,0.0,72,6.565884496399126,6.565884496399126
1577.96,1577.96,Fender Limited Edition Parallel Universe Series Strat Tele Hybrid 2-Color Sunburst 2018,Excellent,fender,2,strat,1,2,0.0,0.0,other,0.0,87,7.363888152542081,7.363888152542081
3669.8,3669.8,1979 Dean Z in Cherryburst,Excellent,dean,33,other,0,2,0.0,0.0,other,0.0,26,8.207892443650854,8.207892443650854
1183.27,1183.27,Fender American Deluxe Telecaster with Rosewood Fretboard 2011 - 2016 3-Color Sunburst,Excellent,fender,2,tele,2,2,0.0,0.0,usa,2.0,86,7.076037071242284,7.076037071242284
828.05,828.05,2019 Fender TN-72 Thinline Telecaster Electric Guitar Reissue MIJ Natural Finish Semi-Hollow Japan,Mint,fender,2,tele,2,1,0.0,0.0,other,0.0,98,6.7190735390355,6.7190735390355
1381.41,1381.41,Gibson SG Jr Melody Maker 1967 Blue,Very Good,gibson,4,sg,7,3,0.0,0.0,other,0.0,35,7.230859995661536,7.230859995661536
1663.56,1663.56,Fender American Deluxe Telecaster with Maple Fretboard 2008 Aged Cherry Burst and OHSC - MINT!!!,Mint,fender,2,tele,2,1,0.0,0.0,usa,2.0,96,7.416715163338285,7.416715163338285
4578.38,4578.38,"2020 Paul Reed Smith McCarty 594 ""Wood Library"" (absolutely stunning!)",Mint,paul reed smith,14,other,0,1,0.0,0.0,other,0.0,70,8.429100502747067,8.429100502747067
544.44,544.44,Fender HMT. Telecaster 1989 sunburst,Good,fender,2,tele,2,4,0.0,0.0,other,0.0,36,6.299757743463873,6.299757743463873
967.89,967.89,Reverend Descent RA Baritone 2018 Korina Burst - MINT!!!,Mint,other,0,other,0,1,0.0,0.0,other,0.0,56,6.87511844445584,6.87511844445584
1657.69,1657.69,Fender 65 Reissue Jaguar 2013 Sonic Blue,Excellent,fender,2,jaguar,3,2,0.0,0.0,other,0.0,40,7.413180345958019,7.413180345958019
1420.09,1420.09,Paul Reed Smith Silver Sky John Mayer Signature Tungsten,Very Good,paul reed smith,14,other,0,3,0.0,0.0,other,0.0,56,7.258475528868551,7.258475528868551
2762.81,2762.81,Aristides 060S Pink Burst Marble,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,32,7.9240035567247,7.9240035567247
2762.81,2762.81,Strandberg Boden J6 Custom,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,26,7.9240035567247,7.9240035567247
2210.25,2210.25,Ibanez J-Custom RGA-8420,Mint,ibanez,5,other,0,1,0.0,0.0,other,0.0,24,7.700860910285914,7.700860910285914
22891.88,22891.88,1958 Fender Stratocaster,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,24,10.038537541509312,10.038537541509312
1184.06,1184.06,Strandberg Boden Classic 7,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,26,7.076704489835658,7.076704489835658
1026.19,1026.19,Fender American Professional Olympic White,Excellent,fender,2,other,0,2,0.0,0.0,usa,2.0,42,6.93360819377124,6.93360819377124
2368.13,2368.13,Mayones Legend Custom,Excellent,mayones,29,other,0,2,0.0,0.0,other,0.0,21,7.769855893145669,7.769855893145669
4341.56,4341.56,Ibanez Jem 777sk 1987 Shocking pink,Very Good,ibanez,5,jem,9,3,0.0,0.0,other,0.0,35,8.37598900951346,8.37598900951346
710.43,710.43,USED Gibson SG Special Faded (504),Very Good,gibson,4,sg,7,3,0.0,0.0,other,0.0,34,6.56587042051604,6.56587042051604
749.9,749.9,USED Fender Vintera 60s Jazzmaster (558),Very Good,fender,2,jazzmaster,4,3,0.0,0.0,other,0.0,40,6.6199398643073435,6.6199398643073435
709.65,709.65,Used Fender Highway One Stratocaster HSS Crimson 2006,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,53,6.564771890745266,6.564771890745266
2550.0,2550.0,Fender Custom Shop NOS Stratocaster,Mint,fender,2,strat,1,1,0.0,0.0,other,0.0,35,7.843848638152472,7.843848638152472
2368.13,2368.13,ESP Custom Shop Strat,Excellent,esp,9,strat,1,2,0.0,0.0,other,0.0,21,7.769855893145669,7.769855893145669
3552.19,3552.19,Paul Reed Smith 509 2020 Experience,Excellent,paul reed smith,14,other,0,2,0.0,0.0,other,0.0,35,8.17531959367246,8.17531959367246
851.74,851.74,2020 Harmony Juno Pearl,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,23,6.747281315937961,6.747281315937961
6705.74,6705.74,1968 Fender Telecaster Blonde w/Tag and Case,Very Good,fender,2,tele,2,3,0.0,0.0,other,0.0,44,8.810719155024922,8.810719155024922
2762.81,2762.81,Aristides 060 Rose Gold Chameleon,Mint,other,0,other,0,1,0.0,0.0,other,0.0,33,7.9240035567247,7.9240035567247
574.68,574.68,Charvel Model 3a 1987 Japan,Very Good,charvel,16,other,0,3,0.0,0.0,other,0.0,27,6.3538133641425185,6.3538133641425185
1815.56,1815.56,Ibanez Prestige RGD-4327,Excellent,ibanez,5,other,0,2,0.0,0.0,other,0.0,24,7.504149239055194,7.504149239055194
2368.13,2368.13,Mayones Regius Custom,Excellent,mayones,29,other,0,2,0.0,0.0,other,0.0,21,7.769855893145669,7.769855893145669
1263.0,1263.0,Ibanez RGD3127 Prestige,Mint,ibanez,5,other,0,1,0.0,0.0,other,0.0,23,7.141245122350491,7.141245122350491
2762.81,2762.81,Aristides 060S Purple Arctic Crystal,Mint,other,0,other,0,1,0.0,0.0,other,0.0,36,7.9240035567247,7.9240035567247
118.01,118.01,Gibson Baldwin Epoch Les Paul Good Player and Perfect for Stage or Starter,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,74,4.770769366637658,4.770769366637658
2368.13,2368.13,PRS 24 20th Anniversary 10-Top 2005,Excellent,prs,15,other,0,2,0.0,0.0,other,0.0,35,7.769855893145669,7.769855893145669
303.91,303.91,Dean Cadillac Gloss black,Very Good,dean,33,other,0,3,0.0,0.0,other,0.0,25,5.716731604942411,5.716731604942411
2131.31,2131.31,Charvel Guthrie Govan Signature 2019,Mint,charvel,16,other,0,1,0.0,0.0,other,0.0,36,7.664492093128222,7.664492093128222
3552.19,3552.19,Fender Telecaster Baritone Masterbuilt Custom Shop by Yuriy Shishkov — international buyers welcome!,Very Good,fender,2,tele,2,3,0.0,0.0,other,0.0,100,8.17531959367246,8.17531959367246
197.34,197.34,Danelectro U2 Reissue Guitar Korea Clean Condition Black Silvertone,Very Good,danelectro,6,other,0,3,0.0,0.0,korea,4.0,67,5.28492812942902,5.28492812942902
1203.8,1203.8,Gibson Les Paul Studio 2006 Ebony FRET BOARD !!!,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,48,7.093238499113671,7.093238499113671
670.97,670.97,"LTD EC-401QM, See-Thru Black w/ Devin Townsend Fishman Pickups",Excellent,other,0,other,0,2,0.0,0.0,other,0.0,62,6.508724426583216,6.508724426583216
749.91,749.91,ESP LTD MH-1000 Evertune with EMG 81/85 Pickups See Thru Black,Mint,esp,9,other,0,1,0.0,0.0,other,0.0,62,6.61995319932978,6.61995319932978
1732.68,1732.68,Rad! 2009 Gibson Les Paul Traditional Black Ebony + OHSC,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,56,7.457424621771128,7.457424621771128
2749.2,2749.2,Gibson Flying V 50th Anniversary 2008 Brimstone Burst,Very Good,gibson,4,flying v,8,3,0.0,0.0,other,0.0,53,7.91906523924745,7.91906523924745
1578.75,1578.75,Fender The Strat 1982 Candy apple red,Good,fender,2,strat,1,4,0.0,0.0,other,0.0,37,7.364388673664701,7.364388673664701
2207.88,2207.88,1971 Vintage Gibson SG DELUXE Standard ~Cherry Red~ Original 1970's Case,Excellent,gibson,4,sg,7,2,0.0,0.0,other,0.0,72,7.699788058094002,7.699788058094002
2368.13,2368.13,Parker Fly Deluxe Hardtail,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,26,7.769855893145669,7.769855893145669
2758.87,2758.87,RARE & Vintage! 1979 Fender Stratocaster Antigua Burst ALL Original! + OHSC,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,75,7.92257645458597,7.92257645458597
425.0,425.0,Epiphone Les Paul Custom 2006 Vintage Sunburst,Very Good,epiphone,3,les paul,5,3,0.0,0.0,other,0.0,46,6.052089168924417,6.052089168924417
447.65,447.65,Danelectro 56 Baritone Guitar Black,Very Good,danelectro,6,other,0,3,0.0,0.0,other,0.0,35,6.104011677080165,6.104011677080165
1790.0,1790.0,Don Grosh Retro Classic HSS in Red Relic. Low Serial 260.,Very Good,other,0,other,0,3,0.0,0.0,other,0.0,57,7.489970898834801,7.489970898834801
1969.49,1969.49,MINTY! 2013 Gibson Limited Edition Les Paul Custom Recording Reissue Natural Mahogany + OHSC,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,92,7.585529904967251,7.585529904967251
2427.48,2427.48,Fender Stratocaster Yngwie Malmsteen US Signature Stratocaster,Mint,fender,2,strat,1,1,0.0,0.0,other,0.0,62,7.7946089612026,7.7946089612026
1972.65,1972.65,Used Gibson Les Paul Standard Slash - November Burst,Mint,gibson,4,les paul,5,1,0.0,0.0,other,0.0,52,7.587133095456084,7.587133095456084
592.03,592.03,Line 6 JTV-69 James Tyler Variax Modeling Electric Guitar Candy Apple Red,Excellent,line 6,28,other,0,2,0.0,0.0,other,0.0,73,6.383557309275712,6.383557309275712
2138.05,2138.05,Ibanez az 2402ff 2019 Royal brown AAAA maple top,Mint,ibanez,5,other,0,1,0.0,0.0,other,0.0,48,7.66764947765391,7.66764947765391
1650.0,1650.0,Gibson Les Paul Standard '50s 2019 - 2020 Gold Top,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,50,7.408530566894626,7.408530566894626
514.19,514.19,Yamaha RGX A2 White/Gray,Very Good,yamaha,13,other,0,3,0.0,0.0,other,0.0,24,6.242592846956955,6.242592846956955
840.28,840.28,B.C. Rich Warlock 1995 Metal Plate Diamond,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,42,6.733735169627479,6.733735169627479
4653.37,4653.37,Fender Stratocaster 1973 Blonde One Owner Robin Trower Walter Trout Lowell George Staggered Poles,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,97,8.44534696727337,8.44534696727337
270.0,270.0,Jackson JS32 Gus G 2011 White,Excellent,jackson,8,other,0,2,0.0,0.0,other,0.0,29,5.598421958998375,5.598421958998375
3034.35,3034.35,Fender Custom Shop '57 Reissue Stratocaster Journeyman Relic,Excellent,fender,2,strat,1,2,0.0,0.0,other,0.0,60,8.017752512516811,8.017752512516811
1973.44,1973.44,2012 PRS Paul Reed Smith Custom 22,Excellent,paul reed smith,14,other,0,2,0.0,0.0,other,0.0,34,7.587533491803128,7.587533491803128
843.88,843.88,Fender American Special 60th Stratocaster Candy Apple Red,Mint,fender,2,strat,1,1,0.0,0.0,usa,2.0,57,6.738010304392622,6.738010304392622
217.08,217.08,Epiphone Les Paul II Black,Excellent,epiphone,3,les paul,5,2,0.0,0.0,other,0.0,26,5.380265949195204,5.380265949195204
846.3,846.3,Fender Stratocaster USA 1998 Lime Green,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,39,6.74087390667606,6.74087390667606
276.28,276.28,2016 Ibanez RG470MB Electric Guitar - Autumn Fade Metallic Finish + Road Runner Gig Bag,Excellent,ibanez,5,other,0,2,0.0,0.0,other,0.0,87,5.621414844220772,5.621414844220772
240.0,240.0,Ibanez ARZ200FM-CRS ARZ Standard Series Electric Guitar Cherry Sunburst,Very Good,ibanez,5,other,0,3,0.0,0.0,other,0.0,71,5.480638923341991,5.480638923341991
864.37,864.37,Guild S-284 Aviator 1985 Seafoam Green,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,38,6.7620009178759,6.7620009178759
1089.34,1089.34,Rare Japan Fender Telecaster Thinline Special TN SPL 1997 Sunburst,Very Good,fender,2,tele,2,3,0.0,0.0,other,0.0,66,6.993327287244098,6.993327287244098
1400.47,1400.47,Valley Arts Brent Mason Signature,Very Good,other,0,other,0,3,0.0,0.0,other,0.0,33,7.244563173549633,7.244563173549633
292.07,292.07,Steinberger Gt Pro Deluxe Black With Gig Bag,Mint,other,0,other,0,1,0.0,0.0,other,0.0,44,5.676993499565986,5.676993499565986
9867.19,9867.19,"1957 Fender Telecaster ""Natural""",Very Good,fender,2,tele,2,3,0.0,0.0,other,0.0,32,9.196970390777983,9.196970390777983
3552.19,3552.19,Gibson Les Paul Deluxe 1973 Cherry Sunburst with Beauty Rings One Owner,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,71,8.17531959367246,8.17531959367246
117.62,117.62,Fender Squier Strat Sunburst,Very Good,squier,1,strat,1,3,0.0,0.0,other,0.0,28,4.76745908903181,4.76745908903181
2998.84,2998.84,Vintage 1976 Gibson Les Paul Custom Wine Red Clean w/ Original Case,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,67,8.005980826208749,8.005980826208749
1512.33,1512.33,Fender 60th Anniversary American Standard Stratocaster Aztec Gold,Excellent,fender,2,strat,1,2,0.0,0.0,usa,2.0,65,7.3214067868937995,7.3214067868937995
2364.18,2364.18,Clean! 2008 Gibson Slash Signature Les Paul Electric Guitar Tobacco Burst Flame Top + OHSC,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,90,7.768186517759303,7.768186517759303
1102.64,1102.64,Fender American Standard Upgrades 1989 Sunburst,Very Good,fender,2,other,0,3,0.0,0.0,usa,2.0,47,7.005462583386183,7.005462583386183
3548.24,3548.24,Vintage! 1978 Gibson Les Paul Custom Cherry Sunburst ALL Original! + OHSC,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,73,8.17420698488469,8.17420698488469
1025.4,1025.4,Pre-Owned 2001 Gibson Les Paul Special Black P-100 Pickups w/ Original Case,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,75,6.9328380593496,6.9328380593496
513.09,513.09,Paul Reed Smith SE Custom 24 2017 - 2019,Excellent,paul reed smith,14,other,0,2,0.0,0.0,other,0.0,40,6.24045126837971,6.24045126837971
1202.54,1202.54,Gibson Les Paul Studio Wine Red 1991,Excellent,gibson,4,les paul,5,2,0.0,0.0,other,0.0,36,7.092191265459944,7.092191265459944
394.69,394.69,Fender Mustang 2016 Olive Green,Excellent,fender,2,other,0,2,0.0,0.0,other,0.0,31,5.978100646649849,5.978100646649849
314.96,314.96,Vintage 1960's Kay Vanguard K-100 Clean w/ Original Case,Excellent,other,0,other,0,2,0.0,0.0,other,0.0,56,5.752445646635482,5.752445646635482
450.0,450.0,Fender Player Telecaster 2020,Very Good,fender,2,tele,2,3,0.0,0.0,other,0.0,29,6.1092475827643655,6.1092475827643655
1697.16,1697.16,Claas guitars Moby Dick 7 custom 2014 Clear satin,Good,other,0,other,0,4,0.0,0.0,other,0.0,49,7.436711544820409,7.436711544820409
1263.0,1263.0,Fender American Vintage '70s Stratocaster with Maple Fretboard 2006 - 2012 Natural,Mint,fender,2,strat,1,1,0.0,0.0,usa,2.0,82,7.141245122350491,7.141245122350491
793.6,793.6,Fender Artist Series Jim Root Signature Stratocaster,Good,fender,2,strat,1,4,0.0,0.0,other,0.0,52,6.676579555970663,6.676579555970663
828.05,828.05,Used Harmony Silhouette Electric Guitar - Pearl White,Mint,other,0,other,0,1,0.0,0.0,other,0.0,53,6.7190735390355,6.7190735390355
440.0,440.0,Fender Modern player tele plus,Excellent,fender,2,tele,2,2,0.0,0.0,other,0.0,30,6.0867747269123065,6.0867747269123065
472.84,472.84,Vintage 1960's Silvertone Model 1448 Amp in Case Guitar,Very Good,other,0,other,0,3,0.0,0.0,other,0.0,55,6.158757064882177,6.158757064882177
3267.76,3267.76,Gibson Les Paul Custom Plus 1990 Heritage Cherry Sunburst,Very Good,gibson,4,les paul,5,3,0.0,0.0,other,0.0,57,8.091860013870603,8.091860013870603
627.55,627.55,Vintage 1970's Ampeg Heavy Stud Telecaster Copy Natural w/ Original Case,Very Good,other,0,tele,2,3,0.0,0.0,other,0.0,72,6.441823349106455,6.441823349106455
2367.34,2367.34,2017 Paul Reed Smith PRS McCarty Flame Top with Abalone Birds ~ Faded Whale Blue,Excellent,paul reed smith,14,other,0,2,0.0,0.0,other,0.0,80,7.7695222409390965,7.7695222409390965
513.09,513.09,Schecter Synyster Gates Custom-S Black with Gold Pinstripes,Very Good,schecter,7,other,0,3,0.0,0.0,other,0.0,59,6.24045126837971,6.24045126837971
489.0,489.0,Fender Player Stratocaster - MN - Black - Ex Demo,Very Good,fender,2,strat,1,3,0.0,0.0,other,0.0,49,6.192362489474872,6.192362489474872
